id,isPublic,name,status,description,holderId,startTime,endTime,startDate,endDate
396,False,週末晚餐主題,active,戶外燒烤活動購物。,431,15:00:00,19:30:00,2023-11-26,2023-12-12
397,False,學習計劃計畫,deleted,計劃參加學術競賽並分配各自任務。,636,15:15:00,19:45:00,2024-09-21,2024-09-29
398,True,工作坊討論,deleted,重點更新公司的市場推廣計劃。,216,10:15:00,16:15:00,2022-10-20,2022-11-08
399,False,輕鬆聚會主題,active,討論好友聚會中的分工與飲料準備。,685,07:30:00,19:00:00,2022-06-21,2022-06-28
400,False,技術討論更新,active,重點更新公司的市場推廣計劃。,72,13:15:00,15:15:00,2024-07-22,2024-07-29
401,True,聚會主題,active,計劃在郊外舉行的音樂分享會。,181,07:15:00,13:30:00,2023-03-25,2023-03-29
402,False,實驗報告計畫,active,解決數學作業中難題的討論會。,304,11:00:00,19:30:00,2023-06-25,2023-06-29
403,True,培訓活動更新,active,將進行重要項目的階段性匯報與檢討。,763,16:15:00,22:15:00,2022-08-25,2022-08-27
404,True,戶外遊戲計畫,active,計劃在郊外舉行的音樂分享會。,317,13:00:00,16:00:00,2022-07-28,2022-07-31
405,False,產品研討計畫,active,認真衝業績啊你各位。,433,08:30:00,18:00:00,2022-04-04,2022-04-21
406,True,咖啡廳聚會主題,active,商討聚會中遊戲與活動的安排。,626,14:45:00,23:00:00,2024-07-08,2024-07-10
407,True,技術討論計劃,active,本次會議旨在解決現有的產品問題。,893,07:30:00,19:15:00,2022-11-12,2022-11-12
408,False,興趣分享日程,active,計劃一場週五晚餐聚會的主題與菜單。,79,15:30:00,15:45:00,2023-11-07,2023-11-26
409,False,週末晚餐日程,active,決定週末桌遊活動的地點與人數。,738,11:15:00,22:00:00,2023-08-08,2023-08-23
410,False,培訓活動更新,active,重點更新公司的市場推廣計劃。,256,10:00:00,15:15:00,2022-01-25,2022-02-03
411,False,聚會計畫,active,輕鬆聚會，聊聊天。,407,07:00:00,15:15:00,2022-02-14,2022-02-27
412,False,團隊聚會檢討,deleted,會議目的是整理當前的資源分配方案。,59,10:45:00,20:00:00,2022-08-23,2022-08-28
413,True,模擬考試安排,deleted,準備課堂簡報內容與練習展示技巧。,965,08:15:00,13:15:00,2024-03-06,2024-03-19
414,True,學習計劃進度,active,計劃參加學術競賽並分配各自任務。,564,11:00:00,19:00:00,2023-01-31,2023-02-10
415,False,數據分析分析,deleted,為即將舉行的模擬考制定復習計劃。,205,11:00:00,21:45:00,2024-10-14,2024-10-16
416,False,年度大會討論,active,針對最新的政策變化進行應對討論。,885,09:45:00,19:45:00,2023-05-01,2023-05-17
417,False,輕鬆聚會細節,active,咖啡廳聚會，聊聊天。,103,16:30:00,23:00:00,2022-03-31,2022-03-31
418,True,聚會日程,deleted,商討聚會中遊戲與活動的安排。,558,17:30:00,20:30:00,2023-05-11,2023-05-11
419,True,策略會議重點,active,認真衝業績啊你各位。,262,10:15:00,20:30:00,2024-01-05,2024-01-24
420,True,數據分析報告,active,準備課堂簡報內容與練習展示技巧。,642,08:15:00,15:15:00,2024-04-17,2024-04-23
421,False,聚會討論,active,決定週末桌遊活動的地點與人數。,379,15:00:00,18:15:00,2022-06-06,2022-06-12
422,False,模擬考試計畫,active,討論實驗報告中的數據分析結果。,896,10:45:00,21:30:00,2022-04-04,2022-04-06
423,False,咖啡廳聚會討論,active,計劃一場週五晚餐聚會的主題與菜單。,915,15:30:00,17:45:00,2022-03-16,2022-04-05
424,True,戶外遊戲計劃,active,計劃一場週五晚餐聚會的主題與菜單。,379,12:45:00,14:45:00,2024-01-22,2024-02-02
425,True,戶外遊戲安排,active,討論好友聚會中的分工與飲料準備。,314,11:15:00,13:00:00,2024-03-19,2024-03-20
426,False,公司簡報安排,active,將進行重要項目的階段性匯報與檢討。,520,11:00:00,14:15:00,2023-12-08,2023-12-21
427,True,部門會議計劃,active,會議目的是整理當前的資源分配方案。,492,12:15:00,13:00:00,2024-04-23,2024-05-07
428,False,競賽準備更新,active,大家來臨時報佛腳，不想被當掉 QQ。,547,13:00:00,16:45:00,2022-01-28,2022-02-07
429,False,興趣分享計劃,active,計劃一場週五晚餐聚會的主題與菜單。,499,14:30:00,16:15:00,2022-12-14,2022-12-28
430,True,數據分析檢討,active,核對課堂筆記與學習重點。,998,15:45:00,23:00:00,2024-03-24,2024-04-11
431,False,公司簡報報告,deleted,我們將聚焦於團隊協作提升效率。,347,15:15:00,18:30:00,2023-07-20,2023-07-28
432,True,輕鬆聚會清單,active,計劃一場週五晚餐聚會的主題與菜單。,554,15:15:00,18:15:00,2022-06-07,2022-06-17
433,False,年度大會討論,active,這是一個技術分享與創新頭腦風暴的場合。,792,13:15:00,16:30:00,2024-07-10,2024-07-10
434,True,週末晚餐清單,active,戶外燒烤活動購物。,666,14:45:00,22:30:00,2023-05-16,2023-05-28
435,False,戶外遊戲主題,active,討論好友聚會中的分工與飲料準備。,730,08:30:00,13:00:00,2024-01-27,2024-02-05
436,False,模擬考試總結,active,討論實驗報告中的數據分析結果。,446,10:45:00,18:30:00,2024-07-10,2024-07-23
437,True,戶外遊戲安排,active,戶外燒烤活動購物。,600,17:00:00,18:30:00,2024-10-02,2024-10-07
438,True,咖啡廳聚會計劃,active,計劃一場週五晚餐聚會的主題與菜單。,672,13:00:00,15:30:00,2022-05-29,2022-06-03
439,False,年度大會安排,active,重點更新公司的市場推廣計劃。,379,12:00:00,16:00:00,2022-08-05,2022-08-21
440,False,專題作業分工,active,討論畢業專題計劃與初步內容框架。,985,16:30:00,20:00:00,2022-11-18,2022-11-18
441,False,產品研討安排,active,此次聚會為團隊建設，增強凝聚力。,561,12:45:00,22:30:00,2023-01-22,2023-01-28
442,False,小組討論計畫,active,討論實驗報告中的數據分析結果。,570,12:15:00,17:30:00,2023-07-19,2023-08-03
443,False,學習計劃討論,active,為即將舉行的模擬考制定復習計劃。,630,10:15:00,20:00:00,2023-10-09,2023-10-17
444,True,週末晚餐計劃,active,要見面了ㄟ，嗚嗚嗚嗚嗚嗚好爽喔！,989,07:15:00,19:30:00,2023-07-26,2023-08-05
445,False,部門會議總結,active,認真衝業績啊你各位。,761,11:00:00,22:00:00,2024-11-13,2024-11-26
446,False,聚會主題,active,商討聚會中遊戲與活動的安排。,322,11:30:00,16:00:00,2024-01-18,2024-02-04
447,False,技術討論安排,active,計劃討論公司年度報表與績效。,904,07:15:00,14:15:00,2022-05-07,2022-05-14
448,False,產品研討重點,active,重點更新公司的市場推廣計劃。,770,16:30:00,20:45:00,2024-12-01,2024-12-15
449,False,部門會議安排,active,這次會議主要討論未來的發展方向與策略。,551,14:45:00,17:30:00,2023-05-20,2023-05-23
450,False,聚會規劃,active,要見面了ㄟ，嗚嗚嗚嗚嗚嗚好爽喔！,814,08:45:00,22:15:00,2023-01-28,2023-02-16
451,True,部門會議日程,active,這次會議主要討論未來的發展方向與策略。,580,08:00:00,19:15:00,2022-01-18,2022-01-29
452,True,咖啡廳聚會菜單,active,討論電影之夜的片單與時間。,472,08:30:00,22:30:00,2022-03-17,2022-03-24
453,False,咖啡廳聚會計劃,active,討論電影之夜的片單與時間。,935,09:15:00,13:45:00,2024-09-12,2024-09-23
454,False,模擬考試討論,active,解決數學作業中難題的討論會。,218,12:30:00,14:15:00,2022-04-24,2022-05-09
455,False,團隊聚會計劃,active,這次會議主要討論未來的發展方向與策略。,915,11:15:00,20:45:00,2022-02-28,2022-03-14
456,False,專案會議日程,active,這是一個技術分享與創新頭腦風暴的場合。,203,10:30:00,22:45:00,2022-05-16,2022-05-17
457,False,公司簡報討論,active,這是一個技術分享與創新頭腦風暴的場合。,827,10:15:00,18:15:00,2024-09-17,2024-09-18
458,False,年度大會計劃,active,會議目的是整理當前的資源分配方案。,303,10:45:00,18:15:00,2023-06-10,2023-06-24
459,False,小組討論檢討,active,核對課堂筆記與學習重點。,958,07:15:00,20:15:00,2022-02-24,2022-02-27
460,False,數據分析分工,active,為即將舉行的模擬考制定復習計劃。,63,10:00:00,18:00:00,2024-05-01,2024-05-10
461,True,聚會計畫,active,計劃一場週五晚餐聚會的主題與菜單。,325,11:15:00,18:15:00,2024-03-06,2024-03-26
462,False,咖啡廳聚會計劃,active,輕鬆聚會，聊聊天。,982,16:15:00,17:15:00,2022-07-26,2022-07-30
463,True,興趣分享日程,active,決定週末桌遊活動的地點與人數。,598,09:15:00,17:00:00,2023-08-02,2023-08-18
464,False,週末晚餐討論,active,咖啡廳聚會，聊聊天。,745,16:30:00,21:30:00,2024-07-20,2024-07-31
465,False,興趣分享討論,active,計劃一場週五晚餐聚會的主題與菜單。,766,12:00:00,12:30:00,2024-07-23,2024-08-06
466,True,小組討論分析,active,為即將舉行的模擬考制定復習計劃。,44,11:15:00,14:00:00,2023-10-07,2023-10-17
467,False,週末晚餐規劃,active,商討聚會中遊戲與活動的安排。,379,07:45:00,17:15:00,2022-12-11,2022-12-21
468,True,實驗報告報告,active,計劃參加學術競賽並分配各自任務。,751,08:00:00,12:30:00,2024-08-12,2024-08-28
469,False,聚會安排,active,討論好友聚會中的分工與飲料準備。,662,10:15:00,23:00:00,2024-07-15,2024-08-04
470,False,期末報告分析,active,準備課堂簡報內容與練習展示技巧。,915,15:30:00,19:15:00,2023-09-17,2023-09-19
471,True,工作坊總結,active,本次會議旨在解決現有的產品問題。,982,07:15:00,22:45:00,2023-08-02,2023-08-14
472,False,競賽準備報告,active,討論實驗報告中的數據分析結果。,710,11:45:00,12:00:00,2022-04-11,2022-04-16
473,False,興趣分享清單,active,商討聚會中遊戲與活動的安排。,25,10:15:00,15:15:00,2024-01-06,2024-01-16
474,False,部門會議日程,active,針對最新的政策變化進行應對討論。,588,13:45:00,16:45:00,2023-08-13,2023-08-14
475,False,週末晚餐細節,active,輕鬆聚會，聊聊天。,318,13:00:00,14:30:00,2023-09-20,2023-09-28
476,False,專案會議總結,active,會議目的是整理當前的資源分配方案。,371,14:00:00,18:30:00,2024-08-15,2024-08-25
477,False,聚會安排,active,商討聚會中遊戲與活動的安排。,287,16:45:00,17:15:00,2024-11-03,2024-11-16
478,False,興趣分享計劃,active,決定週末桌遊活動的地點與人數。,42,09:00:00,14:45:00,2024-08-23,2024-09-05
479,True,競賽準備分析,active,討論實驗報告中的數據分析結果。,716,10:15:00,14:00:00,2024-09-28,2024-10-12
480,False,策略會議安排,deleted,會議目的是整理當前的資源分配方案。,507,13:00:00,19:00:00,2022-01-14,2022-01-14
481,True,年度大會計劃,active,會議目的是整理當前的資源分配方案。,102,11:45:00,15:30:00,2022-06-11,2022-06-16
482,True,咖啡廳聚會主題,active,要見面了ㄟ，嗚嗚嗚嗚嗚嗚好爽喔！,585,12:30:00,17:30:00,2024-09-19,2024-10-03
483,False,學習計劃進度,active,討論畢業專題計劃與初步內容框架。,667,15:45:00,22:45:00,2023-05-12,2023-05-25
484,False,產品研討討論,active,這次會議主要討論未來的發展方向與策略。,689,18:00:00,22:00:00,2022-09-16,2022-09-19
485,False,期末報告安排,active,解決數學作業中難題的討論會。,467,11:45:00,14:45:00,2022-12-10,2022-12-16
486,False,專題作業安排,active,核對課堂筆記與學習重點。,344,13:15:00,17:15:00,2022-11-02,2022-11-11
487,False,課堂簡報分工,active,大家來臨時報佛腳，不想被當掉 QQ。,902,14:15:00,20:45:00,2023-06-09,2023-06-09
488,True,輕鬆聚會計劃,active,商討聚會中遊戲與活動的安排。,668,11:45:00,15:15:00,2024-04-20,2024-04-22
489,False,策略會議檢討,deleted,本次會議旨在解決現有的產品問題。,998,15:15:00,21:15:00,2022-01-28,2022-02-09
490,True,戶外遊戲討論,active,咖啡廳聚會，聊聊天。,815,14:15:00,15:00:00,2022-08-06,2022-08-07
491,True,專案會議安排,active,這是一個技術分享與創新頭腦風暴的場合。,703,17:30:00,18:45:00,2023-11-28,2023-12-12
492,True,策略會議報告,active,計劃討論公司年度報表與績效。,756,10:30:00,23:00:00,2022-01-11,2022-01-23
493,True,技術討論重點,active,這次會議主要討論未來的發展方向與策略。,408,12:45:00,20:00:00,2023-07-18,2023-08-01
494,True,課堂簡報總結,active,解決數學作業中難題的討論會。,784,07:45:00,16:00:00,2024-01-05,2024-01-20
495,False,咖啡廳聚會細節,active,咖啡廳聚會，聊聊天。,575,12:15:00,18:30:00,2024-03-28,2024-04-16
496,False,週末晚餐主題,active,決定週末桌遊活動的地點與人數。,190,13:00:00,20:00:00,2024-08-16,2024-09-04
497,False,戶外遊戲清單,active,計劃在郊外舉行的音樂分享會。,659,10:45:00,12:30:00,2022-12-17,2022-12-25
498,False,專題作業安排,active,解決數學作業中難題的討論會。,240,15:30:00,21:15:00,2024-01-03,2024-01-14
499,True,工作坊更新,deleted,認真衝業績啊你各位。,829,17:45:00,19:45:00,2024-11-04,2024-11-04
500,False,咖啡廳聚會計畫,active,要見面了ㄟ，嗚嗚嗚嗚嗚嗚好爽喔！,19,15:30:00,15:45:00,2023-08-22,2023-08-24
501,False,部門會議安排,deleted,這次會議主要討論未來的發展方向與策略。,783,16:15:00,20:00:00,2022-11-14,2022-11-17
502,False,專案會議日程,active,重點更新公司的市場推廣計劃。,322,10:15:00,16:15:00,2022-06-24,2022-07-02
503,False,興趣分享主題,active,決定週末桌遊活動的地點與人數。,63,13:00:00,15:00:00,2023-02-01,2023-02-18
504,False,興趣分享計畫,active,討論電影之夜的片單與時間。,770,07:45:00,13:30:00,2024-08-22,2024-09-08
505,True,公司簡報計劃,active,這是一個技術分享與創新頭腦風暴的場合。,600,15:30:00,20:30:00,2024-06-29,2024-07-05
506,True,技術討論計畫,active,將進行重要項目的階段性匯報與檢討。,296,17:30:00,19:15:00,2022-05-21,2022-06-03
507,False,專題作業報告,active,大家來臨時報佛腳，不想被當掉 QQ。,810,15:45:00,20:15:00,2022-08-16,2022-09-03
508,False,專題作業分工,active,準備課堂簡報內容與練習展示技巧。,53,12:45:00,15:30:00,2022-11-18,2022-11-30
509,True,期末報告討論,active,討論實驗報告中的數據分析結果。,874,12:30:00,18:00:00,2023-09-19,2023-09-20
510,False,戶外遊戲日程,active,輕鬆聚會，聊聊天。,963,07:45:00,12:45:00,2023-03-03,2023-03-21
511,False,期末報告討論,active,討論即將到來的期末報告分工與進度。,263,11:15:00,22:45:00,2022-05-19,2022-05-19
512,False,策略會議更新,active,這是一個技術分享與創新頭腦風暴的場合。,457,17:45:00,19:30:00,2024-04-12,2024-04-28
513,True,週末晚餐清單,active,計劃一場週五晚餐聚會的主題與菜單。,546,07:15:00,14:00:00,2024-10-23,2024-10-30
514,False,期末報告計畫,active,準備課堂簡報內容與練習展示技巧。,850,13:00:00,21:15:00,2022-01-14,2022-01-20
515,False,週末晚餐日程,deleted,計劃一場週五晚餐聚會的主題與菜單。,216,09:45:00,20:45:00,2024-02-03,2024-02-20
516,True,模擬考試分析,deleted,準備小組作業並確認研究方向。,983,09:00:00,18:45:00,2024-01-28,2024-01-28
517,False,專案會議計畫,active,計劃討論公司年度報表與績效。,665,17:15:00,19:45:00,2024-01-13,2024-01-30
518,True,競賽準備安排,active,討論畢業專題計劃與初步內容框架。,965,08:15:00,13:15:00,2022-12-02,2022-12-07
519,False,專案會議安排,active,針對最新的政策變化進行應對討論。,322,12:15:00,17:00:00,2022-02-02,2022-02-04
520,False,小組討論討論,active,為即將舉行的模擬考制定復習計劃。,479,08:00:00,22:15:00,2023-07-17,2023-08-03
521,True,產品研討重點,active,這次會議主要討論未來的發展方向與策略。,958,13:45:00,18:15:00,2024-02-05,2024-02-05
522,False,部門會議計畫,active,將進行重要項目的階段性匯報與檢討。,859,07:30:00,13:45:00,2024-08-31,2024-09-08
523,True,模擬考試更新,active,討論即將到來的期末報告分工與進度。,79,14:30:00,15:15:00,2023-08-28,2023-09-17
524,False,數據分析安排,active,計劃參加學術競賽並分配各自任務。,982,08:15:00,18:45:00,2022-11-03,2022-11-15
525,False,專題作業分析,active,計劃參加學術競賽並分配各自任務。,365,15:45:00,21:30:00,2023-02-23,2023-03-09
526,True,模擬考試進度,active,討論即將到來的期末報告分工與進度。,952,09:15:00,18:15:00,2022-07-28,2022-08-01
527,True,培訓活動報告,active,將進行重要項目的階段性匯報與檢討。,511,12:00:00,22:00:00,2022-03-12,2022-03-29
528,True,數據分析分析,active,準備課堂簡報內容與練習展示技巧。,267,13:00:00,18:15:00,2024-08-06,2024-08-22
529,False,戶外遊戲主題,active,討論電影之夜的片單與時間。,13,09:45:00,17:30:00,2023-12-04,2023-12-23
530,False,數據分析更新,active,核對課堂筆記與學習重點。,590,17:15:00,21:15:00,2023-11-06,2023-11-25
531,True,興趣分享計畫,active,商討聚會中遊戲與活動的安排。,697,14:30:00,20:30:00,2022-03-09,2022-03-15
532,False,咖啡廳聚會安排,active,戶外燒烤活動購物。,213,16:45:00,19:15:00,2022-05-06,2022-05-10
533,False,產品研討更新,active,會議目的是整理當前的資源分配方案。,160,08:30:00,11:30:00,2022-05-18,2022-05-30
534,True,競賽準備討論,active,準備小組作業並確認研究方向。,469,14:45:00,18:30:00,2024-05-21,2024-06-02
535,True,興趣分享菜單,active,討論好友聚會中的分工與飲料準備。,736,16:30:00,19:15:00,2022-01-12,2022-01-15
536,False,聚會菜單,active,要見面了ㄟ，嗚嗚嗚嗚嗚嗚好爽喔！,566,11:15:00,13:45:00,2024-07-18,2024-07-28
537,True,咖啡廳聚會主題,active,計劃在郊外舉行的音樂分享會。,297,08:30:00,15:00:00,2024-07-05,2024-07-23
538,True,聚會日程,active,討論好友聚會中的分工與飲料準備。,527,14:00:00,22:00:00,2024-05-30,2024-06-08
539,False,專案會議檢討,active,我們將聚焦於團隊協作提升效率。,927,08:15:00,21:30:00,2023-01-13,2023-01-20
540,True,週末晚餐討論,active,要見面了ㄟ，嗚嗚嗚嗚嗚嗚好爽喔！,290,08:30:00,15:30:00,2024-10-19,2024-11-01
541,False,輕鬆聚會安排,active,計劃一場週五晚餐聚會的主題與菜單。,354,14:45:00,18:15:00,2023-08-02,2023-08-05
542,False,輕鬆聚會安排,active,戶外燒烤活動購物。,138,13:00:00,22:30:00,2024-02-22,2024-03-10
543,False,興趣分享菜單,active,咖啡廳聚會，聊聊天。,555,13:30:00,20:15:00,2024-02-15,2024-02-18
544,False,興趣分享計劃,active,要見面了ㄟ，嗚嗚嗚嗚嗚嗚好爽喔！,226,13:30:00,18:45:00,2024-01-24,2024-02-07
545,False,團隊聚會討論,active,計劃討論公司年度報表與績效。,511,07:15:00,21:00:00,2023-08-26,2023-08-27
546,False,部門會議總結,active,這是一個技術分享與創新頭腦風暴的場合。,20,10:15:00,14:15:00,2022-10-08,2022-10-16
547,True,週末晚餐清單,active,要見面了ㄟ，嗚嗚嗚嗚嗚嗚好爽喔！,735,15:00:00,18:30:00,2023-06-24,2023-06-28
548,True,團隊聚會檢討,deleted,認真衝業績啊你各位。,864,09:00:00,11:45:00,2022-08-30,2022-09-01
549,False,週末晚餐細節,active,商討聚會中遊戲與活動的安排。,306,15:45:00,22:30:00,2023-03-22,2023-03-25
550,False,戶外遊戲清單,active,決定週末桌遊活動的地點與人數。,84,16:00:00,17:00:00,2024-11-07,2024-11-17
551,True,小組討論安排,active,準備小組作業並確認研究方向。,76,10:00:00,22:00:00,2022-11-23,2022-11-30
552,False,技術討論重點,active,認真衝業績啊你各位。,63,08:30:00,19:45:00,2023-05-19,2023-06-01
553,False,專案會議計劃,active,將進行重要項目的階段性匯報與檢討。,792,11:45:00,18:00:00,2022-01-23,2022-01-25
554,True,公司簡報討論,active,本次會議旨在解決現有的產品問題。,304,11:30:00,20:00:00,2023-10-11,2023-10-22
555,True,課堂簡報總結,active,解決數學作業中難題的討論會。,792,10:30:00,11:45:00,2023-07-02,2023-07-06
556,True,週末晚餐規劃,active,計劃在郊外舉行的音樂分享會。,34,15:30:00,22:30:00,2022-06-26,2022-07-04
557,False,工作坊總結,active,本次會議旨在解決現有的產品問題。,142,09:30:00,22:30:00,2023-07-26,2023-07-26
558,False,模擬考試分析,active,為即將舉行的模擬考制定復習計劃。,842,11:15:00,12:15:00,2022-08-11,2022-08-15
559,False,培訓活動更新,active,我們將聚焦於團隊協作提升效率。,731,10:30:00,11:45:00,2022-03-06,2022-03-20
560,False,咖啡廳聚會規劃,active,戶外燒烤活動購物。,558,09:00:00,20:30:00,2024-07-06,2024-07-25
561,False,部門會議日程,deleted,本次會議旨在解決現有的產品問題。,291,08:15:00,18:00:00,2023-11-23,2023-12-06
562,True,部門會議更新,active,這是一個技術分享與創新頭腦風暴的場合。,388,12:00:00,17:15:00,2024-01-31,2024-02-17
563,False,週末晚餐細節,active,要見面了ㄟ，嗚嗚嗚嗚嗚嗚好爽喔！,238,07:45:00,13:15:00,2023-01-24,2023-02-10
564,True,年度大會更新,active,這是一個技術分享與創新頭腦風暴的場合。,657,07:15:00,22:30:00,2024-05-22,2024-05-30
565,False,學習計劃進度,active,討論畢業專題計劃與初步內容框架。,735,14:00:00,21:45:00,2023-05-17,2023-05-29
566,False,模擬考試進度,deleted,協調團隊研究報告的內容格式與細節。,824,08:15:00,12:00:00,2022-07-25,2022-07-31
567,True,競賽準備討論,active,核對課堂筆記與學習重點。,340,11:15:00,19:15:00,2023-09-20,2023-09-30
568,True,輕鬆聚會日程,active,戶外燒烤活動購物。,347,13:00:00,15:15:00,2024-11-18,2024-11-23
569,False,週末晚餐細節,active,要見面了ㄟ，嗚嗚嗚嗚嗚嗚好爽喔！,159,17:15:00,18:30:00,2023-02-04,2023-02-15
570,False,團隊聚會日程,active,會議目的是整理當前的資源分配方案。,855,07:00:00,19:00:00,2022-06-14,2022-06-28
571,True,戶外遊戲計劃,active,咖啡廳聚會，聊聊天。,599,11:30:00,22:30:00,2023-04-08,2023-04-09
572,False,年度大會報告,active,計劃討論公司年度報表與績效。,915,11:30:00,16:00:00,2022-02-02,2022-02-11
573,False,專案會議更新,active,將進行重要項目的階段性匯報與檢討。,1,07:00:00,14:45:00,2024-01-07,2024-01-08
574,True,年度大會檢討,active,認真衝業績啊你各位。,80,09:30:00,15:30:00,2024-05-12,2024-05-20
575,True,技術討論重點,active,針對最新的政策變化進行應對討論。,38,08:45:00,17:45:00,2023-12-18,2023-12-25
576,False,輕鬆聚會計畫,active,商討聚會中遊戲與活動的安排。,982,07:15:00,14:15:00,2023-01-25,2023-01-30
577,True,輕鬆聚會清單,active,輕鬆聚會，聊聊天。,440,14:00:00,14:30:00,2022-09-09,2022-09-18
578,True,咖啡廳聚會主題,active,輕鬆聚會，聊聊天。,936,08:15:00,16:45:00,2023-10-18,2023-10-26
579,True,興趣分享討論,active,商討聚會中遊戲與活動的安排。,412,10:45:00,18:00:00,2024-06-20,2024-07-05
580,True,週末晚餐主題,active,要見面了ㄟ，嗚嗚嗚嗚嗚嗚好爽喔！,85,16:45:00,19:00:00,2023-05-01,2023-05-06
581,False,興趣分享細節,active,輕鬆聚會，聊聊天。,837,11:15:00,15:15:00,2022-07-22,2022-08-10
582,False,小組討論討論,deleted,大家來臨時報佛腳，不想被當掉 QQ。,322,17:00:00,20:30:00,2023-05-18,2023-06-05
583,True,興趣分享主題,active,商討聚會中遊戲與活動的安排。,458,08:30:00,14:15:00,2022-03-29,2022-04-15
584,True,興趣分享計畫,active,決定週末桌遊活動的地點與人數。,330,12:45:00,17:15:00,2024-07-01,2024-07-17
585,False,團隊聚會討論,active,本次會議旨在解決現有的產品問題。,24,13:15:00,13:45:00,2022-12-17,2022-12-27
586,False,聚會討論,active,計劃一場週五晚餐聚會的主題與菜單。,507,14:00:00,21:00:00,2022-07-27,2022-08-13
587,False,技術討論計畫,deleted,重點更新公司的市場推廣計劃。,470,16:00:00,17:00:00,2022-05-19,2022-05-21
588,True,課堂簡報討論,active,計劃參加學術競賽並分配各自任務。,843,14:30:00,20:30:00,2023-11-02,2023-11-11
589,False,輕鬆聚會清單,active,商討聚會中遊戲與活動的安排。,775,12:45:00,14:45:00,2022-04-23,2022-05-07
590,False,技術討論安排,active,這是一個技術分享與創新頭腦風暴的場合。,94,09:15:00,19:15:00,2024-11-25,2024-12-08
591,False,期末報告分析,active,大家來臨時報佛腳，不想被當掉 QQ。,723,14:15:00,20:45:00,2022-09-17,2022-09-29
592,True,輕鬆聚會主題,active,商討聚會中遊戲與活動的安排。,849,15:15:00,16:45:00,2024-04-15,2024-04-20
593,False,專題作業分工,active,大家來臨時報佛腳，不想被當掉 QQ。,86,11:00:00,15:30:00,2023-10-24,2023-11-10
594,True,期末報告更新,active,準備課堂簡報內容與練習展示技巧。,901,12:30:00,15:15:00,2024-09-05,2024-09-20
595,False,興趣分享安排,active,決定週末桌遊活動的地點與人數。,800,12:30:00,14:30:00,2023-02-23,2023-03-15
596,True,模擬考試安排,active,討論即將到來的期末報告分工與進度。,262,08:45:00,13:30:00,2024-03-31,2024-04-01
597,True,工作坊報告,active,會議目的是整理當前的資源分配方案。,344,07:30:00,13:00:00,2022-03-12,2022-03-24
598,False,專題作業分工,deleted,核對課堂筆記與學習重點。,268,16:00:00,22:30:00,2023-02-28,2023-03-20
599,False,實驗報告檢討,active,準備小組作業並確認研究方向。,980,09:45:00,16:45:00,2022-09-22,2022-09-29
600,True,技術討論安排,active,將進行重要項目的階段性匯報與檢討。,861,15:30:00,21:15:00,2024-08-17,2024-08-25
601,False,公司簡報報告,active,將進行重要項目的階段性匯報與檢討。,837,09:15:00,17:00:00,2024-07-25,2024-07-26
602,False,咖啡廳聚會規劃,active,討論電影之夜的片單與時間。,350,12:30:00,20:30:00,2023-04-14,2023-04-25
603,False,期末報告檢討,active,為即將舉行的模擬考制定復習計劃。,354,10:30:00,19:15:00,2022-08-18,2022-09-03
604,False,週末晚餐計畫,active,輕鬆聚會，聊聊天。,289,09:45:00,20:45:00,2023-06-08,2023-06-15
605,True,戶外遊戲主題,active,討論電影之夜的片單與時間。,476,07:30:00,18:15:00,2022-09-29,2022-10-10
606,False,數據分析討論,active,討論即將到來的期末報告分工與進度。,581,10:00:00,18:00:00,2024-06-12,2024-06-14
607,False,專案會議討論,active,這是一個技術分享與創新頭腦風暴的場合。,379,14:45:00,21:15:00,2024-09-13,2024-09-27
608,True,實驗報告分析,active,討論畢業專題計劃與初步內容框架。,696,14:30:00,22:15:00,2024-04-23,2024-05-11
609,False,興趣分享安排,active,計劃在郊外舉行的音樂分享會。,393,10:15:00,19:00:00,2024-04-23,2024-05-04
610,True,數據分析更新,active,大家來臨時報佛腳，不想被當掉 QQ。,862,14:30:00,20:15:00,2022-06-12,2022-06-20
611,True,咖啡廳聚會安排,active,商討聚會中遊戲與活動的安排。,897,12:00:00,13:15:00,2024-03-05,2024-03-12
612,False,公司簡報報告,active,這是一個技術分享與創新頭腦風暴的場合。,996,11:00:00,11:45:00,2022-09-17,2022-10-04
613,False,模擬考試安排,active,計劃參加學術競賽並分配各自任務。,390,07:45:00,11:00:00,2022-12-04,2022-12-14
614,True,學習計劃總結,active,計劃參加學術競賽並分配各自任務。,982,10:45:00,23:00:00,2023-10-09,2023-10-17
615,True,部門會議計劃,active,重點更新公司的市場推廣計劃。,559,07:30:00,18:00:00,2022-11-29,2022-12-15
616,True,實驗報告計畫,active,核對課堂筆記與學習重點。,673,08:15:00,17:15:00,2023-10-25,2023-11-03
617,False,週末晚餐計畫,active,討論好友聚會中的分工與飲料準備。,36,15:00:00,20:15:00,2022-06-23,2022-07-13
618,False,專案會議總結,active,針對最新的政策變化進行應對討論。,116,10:45:00,13:30:00,2022-04-04,2022-04-18
619,False,培訓活動安排,active,會議目的是整理當前的資源分配方案。,202,09:30:00,16:00:00,2022-06-23,2022-06-30
620,False,期末報告進度,active,計劃參加學術競賽並分配各自任務。,386,11:15:00,23:00:00,2024-08-12,2024-08-20
621,False,年度大會討論,active,會議目的是整理當前的資源分配方案。,381,10:15:00,11:15:00,2022-06-23,2022-07-01
