id,is_public,name,status,description,holder_id,start_time,end_time,start_date,end_date,duration
1081,False,興趣分享主題,active,商討聚會中遊戲與活動的安排。,756,16:45:00,21:15:00,2023-06-06,2023-06-06,2 hours 30 minutes
1082,False,課堂簡報分析,active,計劃參加學術競賽並分配各自任務。,398,07:00:00,21:00:00,2023-03-01,2023-03-19,1 hours 15 minutes
1083,False,興趣分享計劃,active,商討聚會中遊戲與活動的安排。,799,16:45:00,22:45:00,2022-01-20,2022-01-21,3 hours 0 minutes
1084,True,技術討論報告,active,此次聚會為團隊建設，增強凝聚力。,975,13:45:00,23:00:00,2024-06-27,2024-07-12,2 hours 30 minutes
1085,False,年度大會總結,active,將進行重要項目的階段性匯報與檢討。,21,07:45:00,11:00:00,2023-09-30,2023-10-05,1 hours 15 minutes
1086,False,實驗報告安排,active,核對課堂筆記與學習重點。,528,07:30:00,15:15:00,2023-02-03,2023-02-16,1 hours 0 minutes
1087,False,模擬考試分工,active,討論實驗報告中的數據分析結果。,103,10:30:00,15:45:00,2023-11-15,2023-12-04,0 hours 15 minutes
1088,True,技術討論日程,active,這是一個技術分享與創新頭腦風暴的場合。,958,09:30:00,14:30:00,2022-12-19,2022-12-19,3 hours 0 minutes
1089,False,專題作業計畫,active,準備課堂簡報內容與練習展示技巧。,359,13:45:00,20:30:00,2022-08-15,2022-08-27,0 hours 30 minutes
1090,False,咖啡廳聚會討論,active,戶外燒烤活動購物。,183,15:30:00,15:45:00,2023-09-15,2023-09-29,2 hours 15 minutes
1091,True,咖啡廳聚會討論,active,討論電影之夜的片單與時間。,245,12:30:00,18:15:00,2022-09-23,2022-09-28,0 hours 30 minutes
1092,True,年度大會計劃,active,本次會議旨在解決現有的產品問題。,359,17:45:00,18:15:00,2022-01-07,2022-01-18,3 hours 0 minutes
1093,False,期末報告討論,active,討論實驗報告中的數據分析結果。,661,07:30:00,11:15:00,2023-07-26,2023-08-01,1 hours 30 minutes
1094,False,期末報告進度,active,解決數學作業中難題的討論會。,727,12:00:00,21:30:00,2023-11-04,2023-11-13,2 hours 0 minutes
1095,False,輕鬆聚會規劃,active,商討聚會中遊戲與活動的安排。,225,09:15:00,13:45:00,2024-10-30,2024-11-11,2 hours 30 minutes
1096,False,工作坊日程,deleted,這是一個技術分享與創新頭腦風暴的場合。,874,09:45:00,21:30:00,2022-09-21,2022-10-09,2 hours 30 minutes
1097,False,小組討論進度,active,討論畢業專題計劃與初步內容框架。,110,16:30:00,22:15:00,2022-05-01,2022-05-13,1 hours 0 minutes
1098,True,課堂簡報討論,active,計劃參加學術競賽並分配各自任務。,654,11:00:00,13:45:00,2024-01-17,2024-01-24,0 hours 30 minutes
1099,False,聚會規劃,active,計劃在郊外舉行的音樂分享會。,148,14:45:00,21:30:00,2024-11-27,2024-12-13,2 hours 0 minutes
1100,False,期末報告討論,active,討論畢業專題計劃與初步內容框架。,21,11:45:00,20:15:00,2023-11-02,2023-11-13,0 hours 30 minutes
1101,False,產品研討更新,active,計劃討論公司年度報表與績效。,315,07:30:00,12:30:00,2023-01-31,2023-02-16,1 hours 15 minutes
1102,False,數據分析更新,active,核對課堂筆記與學習重點。,719,09:45:00,16:30:00,2022-08-05,2022-08-13,2 hours 0 minutes
1103,True,產品研討報告,deleted,這是一個技術分享與創新頭腦風暴的場合。,451,12:30:00,13:15:00,2022-08-11,2022-08-19,3 hours 0 minutes
1104,False,專案會議重點,active,將進行重要項目的階段性匯報與檢討。,372,07:45:00,15:45:00,2022-09-26,2022-09-28,2 hours 0 minutes
1105,False,專題作業計畫,active,準備小組作業並確認研究方向。,911,07:00:00,18:45:00,2022-04-22,2022-04-24,0 hours 15 minutes
1106,False,課堂簡報進度,active,協調團隊研究報告的內容格式與細節。,327,10:30:00,17:30:00,2023-09-21,2023-10-08,0 hours 45 minutes
1107,False,戶外遊戲菜單,active,討論好友聚會中的分工與飲料準備。,338,16:45:00,20:45:00,2024-05-12,2024-05-15,0 hours 15 minutes
1108,False,專案會議總結,active,重點更新公司的市場推廣計劃。,831,13:00:00,17:15:00,2022-06-19,2022-06-22,0 hours 45 minutes
1109,True,興趣分享細節,deleted,商討聚會中遊戲與活動的安排。,297,08:15:00,16:45:00,2022-12-13,2022-12-28,2 hours 0 minutes
1110,False,咖啡廳聚會日程,active,計劃在郊外舉行的音樂分享會。,15,11:30:00,13:00:00,2024-11-02,2024-11-07,1 hours 15 minutes
1111,True,興趣分享細節,active,商討聚會中遊戲與活動的安排。,945,10:00:00,11:45:00,2022-03-09,2022-03-16,0 hours 15 minutes
1112,False,咖啡廳聚會菜單,deleted,要見面了ㄟ，嗚嗚嗚嗚嗚嗚好爽喔！,417,10:45:00,19:15:00,2024-05-19,2024-06-08,3 hours 0 minutes
1113,True,培訓活動計畫,active,這是一個技術分享與創新頭腦風暴的場合。,918,07:00:00,21:45:00,2023-09-10,2023-09-10,0 hours 30 minutes
1114,False,專案會議檢討,active,此次聚會為團隊建設，增強凝聚力。,74,11:30:00,15:00:00,2023-05-05,2023-05-20,2 hours 45 minutes
1115,True,聚會計畫,active,決定週末桌遊活動的地點與人數。,312,13:15:00,17:45:00,2024-01-10,2024-01-29,2 hours 0 minutes
1116,False,產品研討檢討,active,本次會議旨在解決現有的產品問題。,132,11:00:00,13:00:00,2024-01-06,2024-01-09,1 hours 45 minutes
1117,False,輕鬆聚會計畫,active,咖啡廳聚會，聊聊天。,267,10:30:00,23:00:00,2024-04-25,2024-05-11,1 hours 30 minutes
1118,False,期末報告檢討,active,準備小組作業並確認研究方向。,630,10:30:00,15:15:00,2022-09-13,2022-09-30,1 hours 30 minutes
1119,False,聚會規劃,deleted,計劃在郊外舉行的音樂分享會。,222,12:00:00,22:30:00,2022-09-07,2022-09-17,0 hours 30 minutes
1120,True,產品研討安排,active,這次會議主要討論未來的發展方向與策略。,959,18:00:00,19:45:00,2023-05-07,2023-05-14,0 hours 30 minutes
1121,False,週末晚餐主題,active,計劃在郊外舉行的音樂分享會。,347,13:45:00,19:45:00,2024-08-14,2024-08-31,2 hours 30 minutes
1122,False,團隊聚會報告,active,此次聚會為團隊建設，增強凝聚力。,514,09:30:00,11:00:00,2023-12-08,2023-12-17,1 hours 45 minutes
1123,True,咖啡廳聚會討論,active,咖啡廳聚會，聊聊天。,10,12:30:00,19:00:00,2023-08-11,2023-08-25,1 hours 45 minutes
1124,True,數據分析計畫,active,計劃參加學術競賽並分配各自任務。,575,16:00:00,19:15:00,2023-05-27,2023-06-12,2 hours 30 minutes
1125,True,小組討論分析,active,協調團隊研究報告的內容格式與細節。,502,15:45:00,21:45:00,2022-08-22,2022-08-28,0 hours 15 minutes
1126,False,工作坊安排,active,此次聚會為團隊建設，增強凝聚力。,401,08:00:00,21:15:00,2024-02-27,2024-02-28,2 hours 0 minutes
1127,True,專案會議討論,active,本次會議旨在解決現有的產品問題。,16,14:15:00,15:30:00,2024-11-18,2024-11-30,2 hours 15 minutes
1128,False,專題作業安排,active,解決數學作業中難題的討論會。,987,08:00:00,14:00:00,2023-05-13,2023-05-26,0 hours 45 minutes
1129,False,策略會議報告,active,本次會議旨在解決現有的產品問題。,723,09:15:00,16:00:00,2022-12-25,2022-12-30,0 hours 15 minutes
1130,False,數據分析總結,active,協調團隊研究報告的內容格式與細節。,466,10:15:00,17:30:00,2022-10-05,2022-10-09,1 hours 0 minutes
1131,False,小組討論更新,active,解決數學作業中難題的討論會。,152,17:15:00,21:30:00,2024-06-19,2024-06-28,1 hours 45 minutes
1132,False,戶外遊戲討論,active,戶外燒烤活動購物。,682,17:00:00,22:00:00,2023-10-28,2023-11-13,1 hours 45 minutes
1133,False,競賽準備討論,active,討論即將到來的期末報告分工與進度。,315,09:45:00,20:15:00,2022-07-26,2022-08-15,0 hours 30 minutes
1134,True,課堂簡報分工,active,討論即將到來的期末報告分工與進度。,222,17:15:00,20:45:00,2023-01-20,2023-01-30,0 hours 30 minutes
1135,False,興趣分享菜單,active,輕鬆聚會，聊聊天。,918,12:00:00,13:15:00,2024-01-08,2024-01-27,2 hours 30 minutes
1136,False,實驗報告討論,active,大家來臨時報佛腳，不想被當掉 QQ。,759,14:30:00,19:45:00,2024-02-16,2024-03-01,1 hours 45 minutes
1137,True,實驗報告檢討,active,準備小組作業並確認研究方向。,555,08:00:00,17:30:00,2022-10-20,2022-11-03,3 hours 0 minutes
1138,True,期末報告分工,active,計劃參加學術競賽並分配各自任務。,582,08:15:00,12:00:00,2024-02-10,2024-02-15,2 hours 30 minutes
1139,False,學習計劃討論,deleted,核對課堂筆記與學習重點。,821,13:00:00,18:30:00,2023-04-22,2023-05-12,3 hours 0 minutes
1140,True,咖啡廳聚會清單,active,討論好友聚會中的分工與飲料準備。,679,09:00:00,19:30:00,2022-12-10,2022-12-20,2 hours 45 minutes
1141,False,課堂簡報報告,active,計劃參加學術競賽並分配各自任務。,618,15:00:00,20:15:00,2024-04-09,2024-04-24,1 hours 45 minutes
1142,True,期末報告報告,active,協調團隊研究報告的內容格式與細節。,187,13:15:00,13:30:00,2023-07-08,2023-07-13,2 hours 45 minutes
1143,False,工作坊檢討,active,計劃討論公司年度報表與績效。,451,09:15:00,17:30:00,2022-08-20,2022-08-31,1 hours 0 minutes
1144,False,小組討論計畫,active,討論畢業專題計劃與初步內容框架。,813,08:45:00,22:00:00,2024-02-08,2024-02-12,2 hours 45 minutes
1145,False,聚會計畫,active,討論電影之夜的片單與時間。,74,15:15:00,22:45:00,2024-09-17,2024-09-21,0 hours 45 minutes
1146,False,課堂簡報報告,active,為即將舉行的模擬考制定復習計劃。,100,18:00:00,18:30:00,2024-04-11,2024-04-22,0 hours 30 minutes
1147,False,週末晚餐安排,active,討論電影之夜的片單與時間。,306,13:30:00,17:00:00,2022-01-19,2022-02-01,0 hours 45 minutes
1148,False,興趣分享主題,active,計劃在郊外舉行的音樂分享會。,495,16:45:00,20:30:00,2022-11-10,2022-11-27,2 hours 0 minutes
1149,True,課堂簡報分析,deleted,討論實驗報告中的數據分析結果。,679,14:30:00,19:45:00,2023-08-20,2023-09-01,1 hours 30 minutes
1150,True,專題作業總結,active,討論畢業專題計劃與初步內容框架。,327,09:00:00,13:45:00,2023-04-26,2023-05-14,0 hours 45 minutes
1151,True,專題作業總結,active,為即將舉行的模擬考制定復習計劃。,272,10:30:00,15:15:00,2023-06-19,2023-07-09,1 hours 30 minutes
1152,False,課堂簡報更新,active,討論畢業專題計劃與初步內容框架。,494,08:00:00,17:30:00,2022-08-29,2022-09-01,2 hours 0 minutes
1153,False,輕鬆聚會安排,active,決定週末桌遊活動的地點與人數。,696,16:30:00,17:45:00,2023-11-11,2023-11-24,1 hours 45 minutes
1154,False,期末報告分析,active,討論實驗報告中的數據分析結果。,717,07:00:00,19:45:00,2024-09-30,2024-10-05,2 hours 30 minutes
1155,False,培訓活動更新,active,將進行重要項目的階段性匯報與檢討。,102,17:15:00,18:45:00,2023-11-26,2023-12-08,2 hours 0 minutes
1156,False,期末報告進度,deleted,討論即將到來的期末報告分工與進度。,9,10:15:00,22:00:00,2022-03-02,2022-03-06,2 hours 15 minutes
1157,False,週末晚餐規劃,active,要見面了ㄟ，嗚嗚嗚嗚嗚嗚好爽喔！,895,14:45:00,20:45:00,2022-09-29,2022-10-06,2 hours 15 minutes
1158,False,產品研討安排,active,此次聚會為團隊建設，增強凝聚力。,234,14:00:00,14:15:00,2022-08-17,2022-08-17,1 hours 30 minutes
1159,False,輕鬆聚會清單,active,決定週末桌遊活動的地點與人數。,634,08:00:00,11:30:00,2022-01-27,2022-02-07,1 hours 15 minutes
1160,False,數據分析計畫,active,討論即將到來的期末報告分工與進度。,368,12:30:00,13:00:00,2022-06-09,2022-06-28,0 hours 45 minutes
1161,False,專題作業更新,active,準備小組作業並確認研究方向。,872,09:45:00,13:45:00,2022-06-16,2022-06-19,1 hours 30 minutes
1162,True,競賽準備分工,active,討論畢業專題計劃與初步內容框架。,363,12:30:00,16:00:00,2023-07-01,2023-07-21,1 hours 30 minutes
1163,False,咖啡廳聚會規劃,active,輕鬆聚會，聊聊天。,858,17:15:00,17:30:00,2024-09-12,2024-09-24,0 hours 15 minutes
1164,False,學習計劃計畫,active,大家來臨時報佛腳，不想被當掉 QQ。,308,08:30:00,16:00:00,2023-09-13,2023-09-14,2 hours 45 minutes
1165,True,週末晚餐菜單,active,戶外燒烤活動購物。,649,08:00:00,15:30:00,2023-01-31,2023-02-01,2 hours 15 minutes
1166,True,專案會議重點,active,將進行重要項目的階段性匯報與檢討。,222,08:30:00,18:00:00,2022-02-23,2022-03-04,3 hours 0 minutes
1167,False,工作坊報告,active,我們將聚焦於團隊協作提升效率。,947,08:45:00,17:30:00,2023-12-13,2023-12-27,1 hours 15 minutes
1168,False,團隊聚會報告,active,將進行重要項目的階段性匯報與檢討。,612,10:15:00,17:45:00,2024-11-25,2024-12-10,2 hours 0 minutes
1169,True,戶外遊戲清單,active,計劃在郊外舉行的音樂分享會。,585,09:00:00,20:00:00,2022-08-10,2022-08-24,3 hours 0 minutes
1170,False,小組討論更新,active,討論即將到來的期末報告分工與進度。,800,08:00:00,15:15:00,2024-07-09,2024-07-19,1 hours 0 minutes
1171,False,聚會日程,active,商討聚會中遊戲與活動的安排。,932,13:45:00,22:45:00,2024-11-20,2024-12-09,2 hours 45 minutes
1172,False,聚會主題,active,討論好友聚會中的分工與飲料準備。,111,14:00:00,15:00:00,2023-11-01,2023-11-03,3 hours 0 minutes
1173,False,技術討論日程,active,本次會議旨在解決現有的產品問題。,799,15:00:00,21:00:00,2023-06-18,2023-06-24,2 hours 0 minutes
1174,False,課堂簡報檢討,active,協調團隊研究報告的內容格式與細節。,696,10:45:00,13:15:00,2023-09-25,2023-10-02,0 hours 30 minutes
1175,False,專題作業分工,deleted,討論實驗報告中的數據分析結果。,886,14:15:00,14:30:00,2023-09-10,2023-09-27,1 hours 30 minutes
1176,False,年度大會計畫,active,這次會議主要討論未來的發展方向與策略。,796,07:00:00,21:45:00,2024-03-30,2024-04-01,1 hours 15 minutes
1177,True,競賽準備計畫,active,討論即將到來的期末報告分工與進度。,647,07:00:00,14:00:00,2024-04-20,2024-05-01,2 hours 0 minutes
1178,True,團隊聚會更新,active,計劃討論公司年度報表與績效。,635,15:00:00,16:45:00,2022-11-22,2022-11-25,2 hours 30 minutes
1179,False,咖啡廳聚會計畫,active,商討聚會中遊戲與活動的安排。,406,09:00:00,20:30:00,2022-08-26,2022-09-09,2 hours 0 minutes
1180,False,聚會菜單,active,輕鬆聚會，聊聊天。,554,17:00:00,17:45:00,2023-01-06,2023-01-20,2 hours 15 minutes
1181,False,學習計劃分析,active,大家來臨時報佛腳，不想被當掉 QQ。,930,08:00:00,14:15:00,2024-06-07,2024-06-23,1 hours 15 minutes
1182,False,戶外遊戲安排,active,輕鬆聚會，聊聊天。,865,12:30:00,19:45:00,2024-01-03,2024-01-20,1 hours 30 minutes
1183,False,公司簡報安排,active,將進行重要項目的階段性匯報與檢討。,918,11:00:00,14:00:00,2024-10-21,2024-10-28,1 hours 30 minutes
1184,True,聚會清單,active,要見面了ㄟ，嗚嗚嗚嗚嗚嗚好爽喔！,555,07:30:00,15:00:00,2023-05-09,2023-05-13,1 hours 0 minutes
1185,False,聚會討論,active,商討聚會中遊戲與活動的安排。,555,13:45:00,15:30:00,2024-08-28,2024-08-30,2 hours 0 minutes
1186,False,數據分析進度,active,為即將舉行的模擬考制定復習計劃。,929,13:15:00,17:15:00,2023-08-25,2023-09-07,2 hours 30 minutes
1187,False,部門會議更新,active,這是一個技術分享與創新頭腦風暴的場合。,171,10:15:00,20:45:00,2022-05-22,2022-05-26,1 hours 0 minutes
1188,False,專案會議更新,active,此次聚會為團隊建設，增強凝聚力。,620,15:45:00,21:00:00,2023-02-07,2023-02-21,2 hours 30 minutes
1189,True,咖啡廳聚會討論,active,決定週末桌遊活動的地點與人數。,886,07:15:00,21:45:00,2023-03-09,2023-03-20,1 hours 0 minutes
1190,True,學習計劃檢討,active,大家來臨時報佛腳，不想被當掉 QQ。,138,15:45:00,22:30:00,2023-10-07,2023-10-12,0 hours 30 minutes
1191,True,培訓活動安排,active,我們將聚焦於團隊協作提升效率。,569,07:15:00,21:15:00,2023-04-29,2023-05-12,1 hours 45 minutes
1192,True,技術討論更新,active,會議目的是整理當前的資源分配方案。,762,10:15:00,21:15:00,2022-02-27,2022-03-13,1 hours 0 minutes
1193,True,週末晚餐規劃,active,商討聚會中遊戲與活動的安排。,861,15:45:00,19:30:00,2023-08-18,2023-08-28,2 hours 0 minutes
1194,False,輕鬆聚會菜單,active,咖啡廳聚會，聊聊天。,419,15:00:00,20:00:00,2022-01-23,2022-02-11,2 hours 15 minutes
1195,False,產品研討更新,active,計劃討論公司年度報表與績效。,318,17:30:00,22:15:00,2022-03-04,2022-03-12,2 hours 0 minutes
1196,True,競賽準備安排,active,討論實驗報告中的數據分析結果。,359,13:30:00,18:15:00,2023-01-21,2023-02-01,1 hours 0 minutes
1197,True,實驗報告討論,active,準備小組作業並確認研究方向。,634,13:45:00,20:15:00,2024-01-21,2024-02-01,3 hours 0 minutes
1198,True,策略會議總結,active,會議目的是整理當前的資源分配方案。,754,13:30:00,14:00:00,2022-09-17,2022-09-24,0 hours 30 minutes
1199,False,興趣分享日程,active,討論電影之夜的片單與時間。,535,11:00:00,19:30:00,2023-06-27,2023-07-03,0 hours 30 minutes
1200,True,專案會議計劃,active,這是一個技術分享與創新頭腦風暴的場合。,188,09:45:00,19:45:00,2023-11-27,2023-12-02,1 hours 0 minutes
1201,True,實驗報告計畫,active,核對課堂筆記與學習重點。,315,09:30:00,18:30:00,2024-03-07,2024-03-22,2 hours 30 minutes
1202,False,專案會議重點,active,將進行重要項目的階段性匯報與檢討。,463,10:15:00,18:15:00,2024-04-23,2024-04-25,3 hours 0 minutes
1203,False,公司簡報更新,active,認真衝業績啊你各位。,761,17:00:00,19:00:00,2022-04-23,2022-05-08,1 hours 0 minutes
1204,False,產品研討檢討,active,這次會議主要討論未來的發展方向與策略。,920,08:15:00,16:15:00,2023-08-23,2023-08-26,1 hours 30 minutes
1205,False,培訓活動日程,active,我們將聚焦於團隊協作提升效率。,151,18:00:00,22:30:00,2023-09-05,2023-09-23,0 hours 30 minutes
1206,False,工作坊重點,active,本次會議旨在解決現有的產品問題。,968,07:15:00,14:15:00,2023-06-04,2023-06-19,0 hours 30 minutes
1207,False,實驗報告安排,active,討論即將到來的期末報告分工與進度。,555,07:15:00,12:30:00,2024-10-31,2024-11-02,2 hours 30 minutes
1208,False,週末晚餐安排,active,計劃一場週五晚餐聚會的主題與菜單。,898,08:30:00,22:15:00,2024-08-20,2024-08-20,3 hours 0 minutes
1209,False,數據分析總結,active,準備小組作業並確認研究方向。,454,15:00:00,21:30:00,2024-08-13,2024-08-21,2 hours 45 minutes
1210,False,培訓活動計劃,active,針對最新的政策變化進行應對討論。,745,13:00:00,22:30:00,2024-05-11,2024-05-23,0 hours 45 minutes
1211,False,年度大會報告,active,這是一個技術分享與創新頭腦風暴的場合。,315,14:00:00,20:30:00,2022-01-10,2022-01-29,2 hours 15 minutes
1212,False,工作坊報告,active,重點更新公司的市場推廣計劃。,958,14:45:00,20:00:00,2024-08-26,2024-09-01,0 hours 30 minutes
1213,False,週末晚餐清單,active,戶外燒烤活動購物。,679,17:15:00,17:45:00,2024-12-03,2024-12-19,0 hours 15 minutes
1214,True,部門會議報告,active,這是一個技術分享與創新頭腦風暴的場合。,14,11:15:00,21:00:00,2023-02-17,2023-02-18,0 hours 15 minutes
1215,False,模擬考試分工,active,計劃參加學術競賽並分配各自任務。,961,14:45:00,21:15:00,2024-09-02,2024-09-18,0 hours 15 minutes
1216,False,團隊聚會討論,active,會議目的是整理當前的資源分配方案。,260,15:30:00,22:00:00,2023-09-12,2023-09-15,0 hours 30 minutes
1217,False,專案會議計劃,active,這次會議主要討論未來的發展方向與策略。,343,13:45:00,16:30:00,2024-08-26,2024-09-02,2 hours 15 minutes
1218,False,輕鬆聚會規劃,active,商討聚會中遊戲與活動的安排。,555,12:00:00,20:15:00,2022-10-10,2022-10-12,0 hours 15 minutes
1219,True,競賽準備分析,deleted,計劃參加學術競賽並分配各自任務。,981,18:00:00,21:45:00,2024-11-05,2024-11-05,1 hours 15 minutes
1220,True,策略會議計劃,active,計劃討論公司年度報表與績效。,469,10:30:00,17:15:00,2023-03-02,2023-03-03,1 hours 30 minutes
1221,True,戶外遊戲計畫,active,輕鬆聚會，聊聊天。,914,07:00:00,15:30:00,2023-12-03,2023-12-09,1 hours 30 minutes
1222,True,部門會議更新,active,此次聚會為團隊建設，增強凝聚力。,131,10:45:00,15:15:00,2023-02-17,2023-02-28,2 hours 45 minutes
1223,True,專案會議計畫,active,將進行重要項目的階段性匯報與檢討。,490,07:15:00,12:45:00,2023-07-02,2023-07-21,3 hours 0 minutes
1224,False,聚會計劃,active,決定週末桌遊活動的地點與人數。,918,07:30:00,21:45:00,2022-11-14,2022-12-02,2 hours 0 minutes
1225,True,聚會討論,deleted,計劃一場週五晚餐聚會的主題與菜單。,376,13:30:00,14:00:00,2022-05-01,2022-05-21,0 hours 15 minutes
1226,False,公司簡報計劃,active,我們將聚焦於團隊協作提升效率。,533,08:30:00,21:30:00,2022-11-09,2022-11-24,0 hours 30 minutes
1227,True,戶外遊戲規劃,active,要見面了ㄟ，嗚嗚嗚嗚嗚嗚好爽喔！,108,09:15:00,21:00:00,2023-11-27,2023-12-05,2 hours 15 minutes
1228,False,專題作業安排,active,解決數學作業中難題的討論會。,785,12:00:00,13:45:00,2022-07-20,2022-07-30,2 hours 45 minutes
1229,False,數據分析分析,active,解決數學作業中難題的討論會。,689,15:00:00,20:00:00,2024-07-06,2024-07-26,0 hours 30 minutes
1230,False,聚會規劃,active,討論好友聚會中的分工與飲料準備。,929,08:00:00,20:45:00,2024-04-22,2024-05-05,2 hours 45 minutes
1231,False,咖啡廳聚會討論,active,討論好友聚會中的分工與飲料準備。,106,16:00:00,22:00:00,2024-09-09,2024-09-11,1 hours 0 minutes
1232,False,專案會議報告,active,我們將聚焦於團隊協作提升效率。,108,14:30:00,14:45:00,2022-11-16,2022-12-02,3 hours 0 minutes
1233,False,部門會議報告,active,我們將聚焦於團隊協作提升效率。,295,14:45:00,17:15:00,2022-09-15,2022-09-27,0 hours 30 minutes
1234,False,課堂簡報檢討,active,核對課堂筆記與學習重點。,703,07:15:00,11:45:00,2023-07-12,2023-07-17,3 hours 0 minutes
1235,False,模擬考試檢討,active,討論畢業專題計劃與初步內容框架。,240,09:30:00,17:45:00,2022-08-20,2022-09-01,1 hours 15 minutes
1236,True,興趣分享清單,active,討論電影之夜的片單與時間。,886,12:45:00,16:00:00,2024-05-23,2024-05-27,2 hours 45 minutes
1237,False,興趣分享安排,active,計劃一場週五晚餐聚會的主題與菜單。,506,17:45:00,21:45:00,2024-03-26,2024-04-03,2 hours 30 minutes
1238,True,戶外遊戲菜單,active,商討聚會中遊戲與活動的安排。,652,11:00:00,15:15:00,2023-04-19,2023-05-07,2 hours 15 minutes
1239,False,專案會議討論,active,會議目的是整理當前的資源分配方案。,555,12:30:00,19:15:00,2022-07-23,2022-08-07,0 hours 45 minutes
1240,False,週末晚餐菜單,active,咖啡廳聚會，聊聊天。,689,08:15:00,21:15:00,2023-02-20,2023-03-10,2 hours 30 minutes
1241,False,聚會主題,deleted,商討聚會中遊戲與活動的安排。,370,07:00:00,18:45:00,2024-09-04,2024-09-21,2 hours 0 minutes
1242,False,實驗報告討論,active,解決數學作業中難題的討論會。,196,12:15:00,17:45:00,2023-09-03,2023-09-05,1 hours 45 minutes
1243,True,期末報告分析,active,討論畢業專題計劃與初步內容框架。,506,08:15:00,17:15:00,2022-07-05,2022-07-17,1 hours 45 minutes
1244,True,課堂簡報安排,active,協調團隊研究報告的內容格式與細節。,679,15:45:00,21:00:00,2022-08-05,2022-08-06,2 hours 0 minutes
1245,True,戶外遊戲安排,active,決定週末桌遊活動的地點與人數。,882,14:45:00,17:45:00,2024-01-05,2024-01-06,1 hours 30 minutes
1246,False,工作坊檢討,active,會議目的是整理當前的資源分配方案。,634,09:00:00,11:30:00,2022-05-08,2022-05-16,1 hours 0 minutes
1247,True,興趣分享計畫,active,計劃在郊外舉行的音樂分享會。,622,16:00:00,20:30:00,2023-10-13,2023-11-01,2 hours 0 minutes
1248,False,實驗報告進度,active,解決數學作業中難題的討論會。,616,08:30:00,17:00:00,2022-03-22,2022-03-30,1 hours 15 minutes
1249,False,產品研討討論,active,本次會議旨在解決現有的產品問題。,872,11:30:00,22:15:00,2022-08-20,2022-08-20,2 hours 30 minutes
1250,False,策略會議總結,active,將進行重要項目的階段性匯報與檢討。,692,13:15:00,22:30:00,2024-04-18,2024-05-02,1 hours 0 minutes
1251,False,咖啡廳聚會菜單,deleted,要見面了ㄟ，嗚嗚嗚嗚嗚嗚好爽喔！,759,17:45:00,18:00:00,2023-02-20,2023-03-05,2 hours 15 minutes
1252,False,聚會細節,active,商討聚會中遊戲與活動的安排。,420,14:15:00,15:15:00,2022-09-30,2022-10-17,2 hours 0 minutes
1253,False,數據分析報告,active,準備小組作業並確認研究方向。,668,14:15:00,16:45:00,2022-05-17,2022-05-25,1 hours 45 minutes
1254,False,戶外遊戲安排,active,計劃一場週五晚餐聚會的主題與菜單。,542,13:45:00,14:45:00,2022-08-28,2022-09-15,2 hours 15 minutes
1255,False,咖啡廳聚會菜單,deleted,輕鬆聚會，聊聊天。,112,12:45:00,16:30:00,2024-10-12,2024-10-25,2 hours 45 minutes
1256,False,咖啡廳聚會計畫,active,決定週末桌遊活動的地點與人數。,288,10:45:00,13:30:00,2023-05-03,2023-05-10,1 hours 0 minutes
1257,False,期末報告分工,active,準備小組作業並確認研究方向。,359,11:15:00,14:30:00,2023-07-17,2023-08-03,3 hours 0 minutes
1258,False,專案會議討論,active,認真衝業績啊你各位。,372,11:15:00,22:15:00,2022-08-06,2022-08-10,2 hours 45 minutes
1259,True,技術討論重點,active,此次聚會為團隊建設，增強凝聚力。,748,16:15:00,20:00:00,2023-01-11,2023-01-15,2 hours 0 minutes
1260,True,產品研討報告,active,此次聚會為團隊建設，增強凝聚力。,714,08:15:00,17:45:00,2022-04-12,2022-04-14,0 hours 15 minutes
1261,False,聚會清單,active,戶外燒烤活動購物。,457,09:00:00,11:30:00,2024-04-30,2024-05-09,0 hours 45 minutes
1262,False,培訓活動計劃,active,會議目的是整理當前的資源分配方案。,753,08:00:00,19:00:00,2023-11-25,2023-12-12,0 hours 15 minutes
1263,False,咖啡廳聚會細節,active,輕鬆聚會，聊聊天。,300,09:15:00,19:30:00,2024-02-05,2024-02-25,2 hours 15 minutes
1264,False,競賽準備檢討,active,討論實驗報告中的數據分析結果。,653,12:15:00,17:00:00,2022-10-24,2022-11-02,2 hours 30 minutes
1265,True,咖啡廳聚會日程,active,輕鬆聚會，聊聊天。,815,14:15:00,15:00:00,2024-10-29,2024-11-02,0 hours 30 minutes
1266,True,團隊聚會檢討,active,本次會議旨在解決現有的產品問題。,313,13:30:00,14:00:00,2024-09-06,2024-09-10,1 hours 30 minutes
1267,False,輕鬆聚會菜單,active,要見面了ㄟ，嗚嗚嗚嗚嗚嗚好爽喔！,324,17:00:00,17:15:00,2024-02-18,2024-02-20,1 hours 15 minutes
1268,False,課堂簡報討論,active,討論即將到來的期末報告分工與進度。,900,17:00:00,20:45:00,2023-09-26,2023-10-06,0 hours 30 minutes
1269,True,興趣分享討論,active,咖啡廳聚會，聊聊天。,958,08:15:00,14:15:00,2023-09-06,2023-09-11,0 hours 15 minutes
1270,False,專案會議更新,active,重點更新公司的市場推廣計劃。,328,07:30:00,12:15:00,2022-08-28,2022-09-10,0 hours 45 minutes
